,frame_id,coord,tracklet_id
728,156,[533.69114407 228.09990242],3
729,156,[811.79858894 287.71867679],10
730,156,[506.75987854  91.04098053],14
731,157,[117.47351476 356.05695219],1
732,157,[549.04837201 489.33701456],5
733,157,[532.80367548 230.22894272],3
734,157,[810.25935887 292.18045367],10
735,157,[483.44955241 192.42172898],14
736,158,[116.85573753 354.03621097],1
737,158,[541.27842006 489.77571191],5
738,158,[531.43995928 229.36230592],3
739,158,[815.76593612 303.1239328 ],10
740,158,[445.79038391 244.69208657],14
741,159,[116.22044456 355.07773845],1
742,159,[539.25370753 489.87811097],5
743,159,[530.69296541 227.213597  ],3
744,159,[813.79192244 297.73834251],10
745,159,[410.56220368 273.11274139],14
746,160,[116.112447   357.39018005],1
747,160,[537.26125572 489.61283282],5
748,160,[528.61993721 222.85116678],3
749,160,[811.55666233 295.98647415],10
750,161,[116.24957974 357.69447322],1
751,161,[536.6764769  489.72374778],5
752,161,[529.75537259 239.74751528],3
753,161,[812.34974268 295.46000806],10
754,162,[120.06266581 359.37346681],1
755,162,[537.51900464 490.02397472],5
756,162,[530.30111478 244.42764815],3
757,162,[818.62813238 311.32071158],10
758,163,[122.54882013 360.23957877],1
759,163,[539.14783772 490.90675469],5
760,163,[531.56191786 242.23624504],3
761,163,[819.21404321 319.37123596],10
762,164,[124.08633316 361.34339452],1
763,164,[540.43429763 491.92477974],5
764,164,[533.53630419 232.71286583],3
765,164,[815.97372735 309.13819815],10
766,165,[125.67995551 361.22427383],1
767,165,[541.96155041 492.75741881],5
768,165,[536.76331255 236.08178268],3
769,165,[810.24274194 302.43669054],10
770,166,[128.28535689 361.9575881 ],1
771,166,[543.96849924 493.07498494],5
772,166,[539.67995301 240.98165454],3
773,166,[806.95172717 297.15399006],10
774,167,[129.11040782 362.68112563],1
775,167,[545.37481288 493.37578202],5
776,167,[539.217018   233.27706831],3
777,167,[802.3833117  294.54373584],10
778,168,[129.32538988 363.92408894],1
779,168,[546.39360462 492.28769743],5
780,168,[537.86245951 229.85089191],3
781,168,[796.38392385 299.4612085 ],10
782,169,[130.44848763 364.70208324],1
783,169,[547.48929025 492.03904519],5
784,169,[529.53909716 223.80049937],3
785,169,[800.01770708 302.91946782],10
786,170,[131.30840441 364.775476  ],1
787,170,[548.61672229 491.68237299],5
788,170,[526.9647515  225.32952664],3
789,170,[796.30733022 303.49571116],10
790,171,[131.87016192 363.71799828],1
791,171,[549.48413967 491.09362483],5
792,171,[528.53479123 228.02194461],3
793,171,[796.4576306  305.37181438],10
794,172,[133.26849347 364.59575198],1
795,172,[551.26729191 491.11746369],5
796,172,[528.87826045 219.70699625],3
797,172,[802.02617513 307.80944976],10
798,173,[134.39481229 365.32364407],1
799,173,[553.00586569 491.08722107],5
800,173,[528.37106801 219.81930325],3
801,173,[804.1402397  307.86128863],10
802,174,[135.29026919 364.59644556],1
803,174,[554.77372363 491.20041148],5
804,174,[526.00081575 217.78675709],3
805,174,[794.37011194 306.77411564],10
806,175,[137.29457827 364.95629438],1
807,175,[555.57043139 491.19776474],5
808,175,[525.05652757 217.28728802],3
809,175,[791.67929328 307.0629446 ],10
810,176,[138.50196275 365.55482052],1
811,176,[558.09504217 491.22244002],5
812,176,[526.57177062 219.95014008],3
813,176,[802.05202322 311.60555225],10
814,177,[140.04123017 365.16369157],1
815,177,[558.35733146 490.71110882],5
816,177,[528.31139746 222.99253147],3
817,177,[805.70610682 314.07132111],10
818,178,[142.53991264 363.55888738],1
819,178,[558.79530255 490.1623178 ],5
820,178,[531.3573227  226.55020056],3
821,178,[809.2385018  317.05773811],10
822,179,[144.94258348 363.1761304 ],1
823,179,[561.04966304 489.9725178 ],5
824,179,[535.22057769 224.28229175],3
825,179,[811.82798586 319.93441339],10
826,179,[528.93145752 139.55689087],16
827,180,[145.03020891 361.79654626],1
828,180,[559.57592256 490.26514455],5
829,180,[536.25270399 218.4132017 ],3
830,180,[812.61016583 317.95350842],10
831,181,[146.60680112 359.06877874],1
832,181,[559.77842213 490.38271633],5
833,181,[536.66949636 218.71515699],3
834,181,[809.90495312 316.44135668],10
835,182,[149.52803584 359.26658385],1
836,182,[558.73811953 490.36600437],5
837,182,[538.3373332  220.71406572],3
838,182,[798.34095183 311.21423343],10
839,182,[532.64781429 149.94101733],16
840,183,[150.50740568 359.23681744],1
841,183,[559.24524696 490.3563516 ],5
842,183,[538.53910937 224.31886615],3
843,183,[793.14384503 309.07111001],10
844,183,[533.36022132 148.7664748 ],16
845,184,[151.13715717 358.14823066],1
846,184,[559.05815661 490.31086358],5
847,184,[539.92717423 226.10917961],3
848,184,[792.21551358 308.42035938],10
849,184,[533.95651341 143.23462064],16
850,185,[152.55202509 357.12267843],1
851,185,[557.36545925 490.19039773],5
852,185,[539.90659751 224.825404  ],3
853,185,[798.32420044 311.54147249],10
854,186,[152.78273496 356.11728916],1
855,186,[555.67498485 490.10072115],5
856,186,[540.3276263  221.44976012],3
857,186,[795.33181319 308.64157382],10
858,186,[537.82829988 136.89297354],16
859,187,[154.00017101 355.40188569],1
860,187,[556.91755145 490.23710021],5
861,187,[540.77616984 218.36015446],3
862,187,[792.20499468 306.95834384],10
863,188,[154.88263163 354.61278247],1
864,188,[558.9278077  491.13331809],5
865,188,[541.70774356 216.07986566],3
866,188,[789.36802578 302.3974779 ],10
867,189,[154.48314113 354.17686429],1
868,189,[558.27376221 491.2264587 ],5
869,189,[543.10601582 215.56923574],3
870,189,[788.23313187 300.83794823],10
871,190,[154.40450894 353.04316156],1
872,190,[556.37294185 490.7351019 ],5
873,190,[543.25671106 214.46981848],3
874,190,[787.51752424 298.13163879],10
875,191,[154.68650596 351.56712166],1
876,191,[555.02814858 490.88960489],5
877,191,[544.7573998  210.77837261],3
878,191,[785.22108975 298.19893109],10
879,192,[154.31037625 350.36857314],1
880,192,[554.61792175 490.95824152],5
881,192,[546.40709624 210.13007194],3
882,192,[784.68395215 298.28722805],10
883,193,[153.88158734 349.98033759],1
884,193,[555.44279715 490.98388812],5
885,193,[547.43468697 209.32304311],3
886,193,[784.15278497 297.30577668],10
887,194,[153.07954245 348.77904845],1
888,194,[557.68715597 491.27286834],5
889,194,[547.9975803  210.47672462],3
890,194,[782.58514989 296.88388426],10
891,195,[154.64135848 349.70169797],1
892,195,[557.63074227 491.2549951 ],5
893,195,[549.12491646 211.13826993],3
894,195,[783.45703043 299.45863665],10
895,195,[496.34138388 226.6452506 ],16
896,196,[155.37768362 349.46054236],1
897,196,[557.40558293 491.12068151],5
898,196,[550.49595966 210.89075849],3
899,196,[784.91793354 298.49426721],10
900,196,[493.21808688 230.31000134],16
901,197,[156.21472837 349.8095989 ],1
902,197,[558.81677669 490.62891772],5
903,197,[551.25732446 209.10439196],3
904,197,[789.77753381 294.3865058 ],10
905,198,[156.31709043 349.49211948],1
906,198,[557.49455404 489.74336779],5
907,198,[551.59411413 206.88040594],3
908,198,[789.56746357 290.50434414],10
909,199,[156.08276305 348.74554926],1
910,199,[556.76145143 489.71909017],5
911,199,[551.4766786  205.57332279],3
912,199,[790.69081482 291.52772613],10
913,200,[155.9448398  348.26852292],1
914,200,[557.90488616 489.77448372],5
915,200,[552.50439854 205.37709444],3
916,200,[791.16231375 292.18353716],10
917,201,[156.23150727 348.52164148],1
918,201,[557.71252392 489.74169176],5
919,201,[553.46101072 205.05247502],3
920,201,[788.39652602 290.21619438],10
921,202,[156.42222126 347.88948312],1
922,202,[556.92384782 489.70864762],5
923,202,[555.18517411 206.57318138],3
924,202,[787.1548233  285.66667352],10
925,203,[156.9038631  348.13922755],1
926,203,[556.91582284 489.58064687],5
927,203,[556.53364405 207.54597973],3
928,203,[787.53345695 288.37959637],10
929,204,[157.02773534 347.97481785],1
930,204,[557.29159174 489.38440815],5
931,204,[556.69087175 207.03321783],3
932,204,[788.28242917 289.53982899],10
933,205,[157.31705853 348.16519722],1
934,205,[558.31725697 489.40229833],5
935,205,[556.42006614 205.95927701],3
936,205,[787.71938271 289.44534686],10
937,206,[157.65663045 348.33420977],1
938,206,[560.2778794  489.84428871],5
939,206,[556.41665579 205.50856958],3
940,206,[790.9119781  290.59240605],10
941,207,[158.29422304 349.16217047],1
942,207,[561.24848087 490.19655018],5
943,207,[556.96633191 206.88814263],3
944,207,[792.65477886 293.35206732],10
945,208,[158.73164861 350.31358757],1
946,208,[560.82812898 490.22381988],5
947,208,[556.86317208 207.85186184],3
948,208,[792.83621641 296.51983924],10
949,209,[159.44187947 351.46149384],1
950,209,[561.20024316 490.24277988],5
951,209,[557.58122283 208.37471021],3
952,209,[794.77584524 297.64774048],10
953,210,[159.7316423  352.00614324],1
954,210,[562.11013993 490.60904802],5
955,210,[557.67774174 210.23745485],3
956,210,[794.44063843 294.8425259 ],10
957,211,[160.2550256  351.96761014],1
958,211,[561.64205569 490.41157648],5
959,211,[557.59193031 212.44344364],3
960,211,[790.24920287 294.34186204],10
961,212,[160.75797214 351.74304269],1
962,212,[561.18936663 490.55741229],5
963,212,[557.22459867 213.21913262],3
964,212,[788.51056878 293.69064451],10
965,213,[162.21499353 351.80802801],1
966,213,[561.9281645  490.85749626],5
967,213,[555.52774447 213.57913108],3
968,213,[790.76057825 294.25676947],10
969,214,[163.10245421 351.61622646],1
970,214,[561.58415979 490.96744319],5
971,214,[555.60667771 215.80206458],3
972,214,[791.59579894 294.2528148 ],10
973,215,[163.11988847 350.90211913],1
974,215,[562.04197455 490.82046886],5
975,215,[556.2532343 215.7694697],3
976,215,[791.48682292 293.99347262],10
977,215,[554.73076477 130.14127197],17
978,216,[163.20725021 351.10573815],1
979,216,[562.03081015 490.6184095 ],5
980,216,[557.43216956 216.29413227],3
981,216,[793.97114257 296.09320746],10
982,216,[555.93089748 129.06845187],17
983,217,[163.26796942 350.69878707],1
984,217,[561.68324095 490.30069395],5
985,217,[558.9172116  217.16787773],3
986,217,[793.59562979 296.61722862],10
987,217,[556.72934108 126.00839474],17
988,218,[164.05877577 351.07893358],1
989,218,[560.84168283 489.68013545],5
990,218,[560.96360216 216.74412394],3
991,218,[794.44509615 291.87499463],10
992,219,[164.65956478 351.12471376],1
993,219,[560.92656185 488.15318726],5
994,219,[562.22135813 216.7755685 ],3
995,219,[813.19031104 282.64087149],10
996,219,[857.32978516 367.75527649],18
997,220,[165.51848519 345.5463545 ],1
998,220,[578.382462   485.91864093],5
999,220,[562.05177188 216.11693521],3
1000,220,[836.03870817 290.00665116],10
1001,220,[558.85166329 130.21689662],17
1002,221,[174.80267193 331.72225431],1
1003,221,[587.01638155 485.25571882],5
1004,221,[561.89811741 220.75813992],3
1005,221,[851.21416523 242.40387308],10
1006,221,[557.37212876 128.03508906],17
1007,222,[209.33204107 313.22587526],1
1008,222,[596.13588742 483.36318453],5
1009,222,[560.84179086 222.26119745],3
1010,222,[867.86800054 200.96826914],10
1011,222,[556.34963195 131.90646656],17
1012,223,[282.64309917 293.21146003],1
1013,223,[607.8524246  474.81255684],5
1014,223,[561.06600138 225.58210329],3
1015,223,[876.3382875  183.67367231],10
1016,223,[555.55332443 143.82915471],17
1017,224,[333.32551017 291.42045869],1
1018,224,[612.77736755 468.64913361],5
1019,224,[561.07626745 218.24792706],3
1020,224,[891.19761221 183.17079045],10
1021,224,[555.80061906 142.42650943],17
1022,225,[416.91340369 313.70650868],1
1023,225,[612.18945842 467.74829444],5
1024,225,[559.5399627  209.65748411],3
1025,225,[901.99778886 192.84066149],10
1026,225,[555.77738429 138.50786295],17
1027,226,[437.47666026 335.7578985 ],1
1028,226,[607.88372935 472.2129419 ],5
1029,226,[560.85262144 207.19199303],3
1030,226,[909.68083697 211.22175087],10
1031,226,[555.54309871 136.6649276 ],17
1032,227,[439.6514836  341.35545791],1
1033,227,[606.72631279 476.69795128],5
1034,227,[561.99459525 200.9194531 ],3
1035,227,[914.03539556 221.74621784],10
1036,228,[435.26428405 351.18167071],1
1037,228,[606.33127318 477.55111323],5
1038,228,[561.99726401 196.73948925],3
1039,228,[915.26602848 225.55762867],10
1040,229,[440.06541141 352.24337647],1
1041,229,[610.10375375 471.05676066],5
1042,229,[561.30756062 195.61347334],3
1043,229,[915.77280796 226.66784734],10
1044,230,[442.02375593 340.86073423],1
1045,230,[612.17426747 468.2854304 ],5
1046,230,[559.71349271 192.6694993 ],3
1047,230,[915.51398949 225.47896441],10
1048,231,[444.11060084 317.01328655],1
1049,231,[611.91686262 467.47495466],5
1050,231,[561.0451723  198.79791971],3
1051,231,[913.44688934 226.15055528],10
1052,231,[512.60202237 189.5331276 ],17
1053,232,[444.49733214 318.78053683],1
1054,232,[612.37150728 468.35977443],5
1055,232,[563.80210452 207.02672383],3
1056,232,[910.28445276 227.9932991 ],10
1057,232,[496.6889877  220.81272399],17
1058,233,[434.99815391 335.0922598 ],1
1059,233,[616.06520775 471.74432187],5
1060,233,[563.61438475 189.58474217],3
1061,233,[906.57207448 230.70816768],10
1062,234,[429.91536562 334.34414549],1
1063,234,[624.42384403 469.71375331],5
1064,234,[564.34768624 178.59778997],3
1065,234,[906.06499052 231.23902792],10
1066,235,[425.1884718  329.84423564],1
1067,235,[649.23909628 463.7063486 ],5
1068,235,[568.99576237 163.35647594],3
1069,235,[901.20927449 227.66227494],10
1070,236,[418.59055956 318.94488093],1
1071,236,[655.44742202 451.12145918],5
1072,236,[566.77775988 147.07540743],3
1073,236,[898.94890431 226.37531595],10
1074,237,[416.43152488 314.99097502],1
1075,237,[647.24928042 443.07511876],5
1076,237,[567.56654698 134.90158221],3
1077,237,[897.64223511 225.4542656 ],10
1078,238,[411.73301959 315.18029968],1
1079,238,[633.95744432 443.53536232],5
1080,238,[571.36379798 128.82708274],3
1081,238,[895.02330899 226.07705291],10
1082,239,[410.32182646 313.37798711],1
1083,239,[618.60044646 445.03812595],5
1084,239,[565.3648901  127.94908476],3
1085,239,[894.9157013  226.41081326],10
1086,240,[410.03691774 311.13844965],1
1087,240,[603.92238692 453.24327607],5
1088,240,[563.42625616 127.91336834],3
1089,240,[894.85508157 229.42318751],10
1090,241,[405.48489186 316.40965115],1
1091,241,[595.07057771 457.43606796],5
1092,241,[565.79698007 127.28320916],3
1093,241,[894.76506647 229.84379203],10
1094,242,[390.37458279 308.12323814],1
1095,242,[591.1001891  454.57685934],5
1096,242,[567.46122776 126.91929542],3
1097,242,[894.05577549 235.91942242],10
1098,243,[362.99413057 311.96387047],1
1099,243,[588.42963705 452.21471052],5
1100,243,[568.97754747 126.99167822],3
1101,243,[891.39315111 238.78617624],10
1102,244,[304.33600287 313.40890361],1
1103,244,[582.7924607  445.57233257],5
1104,244,[568.8190039  125.07266828],3
1105,244,[891.66917557 240.84021397],10
1106,245,[182.63400591 310.79810629],1
1107,245,[562.64885534 438.79091481],5
1108,245,[580.41937155 119.80293076],3
1109,245,[889.22755582 244.74943173],10
1110,245,[414.79833541 284.35395973],17
1111,246,[116.30557992 302.34183385],1
1112,246,[548.36520736 438.7025836 ],5
1113,246,[593.45864044 121.78560277],3
1114,246,[887.03181478 250.04694326],10
1115,246,[401.23725436 289.93676509],17
1116,246,[906.98624182 368.89578357],18
1117,247,[ 90.26102979 304.1599906 ],1
1118,247,[536.78819192 444.78352947],5
1119,247,[603.28006393 119.65957336],3
1120,247,[886.43933725 249.84008777],10
1121,247,[396.47114802 293.49438371],17
1122,247,[906.37181495 364.28296682],18
1123,248,[100.16041467 312.0243151 ],1
1124,248,[533.87888649 446.53107437],5
1125,248,[604.78266974 116.11401656],3
1126,248,[884.04075803 247.00529977],10
1127,248,[398.78523615 291.59400656],17
1128,248,[906.8615364  365.62496422],18
1129,249,[131.61924298 302.88104288],1
1130,249,[536.33582103 442.27610788],5
1131,249,[597.15061163 115.95432449],3
1132,249,[881.05568367 256.69787219],10
1133,249,[411.13374681 287.0052021 ],17
1134,250,[162.30085016 293.38091752],1
1135,250,[537.74088509 441.57386809],5
1136,250,[591.62077648 118.55499304],3
1137,250,[881.90894317 263.12803434],10
1138,250,[313.55600006 287.91386757],17
1139,251,[201.83439108 277.59298397],1
1140,251,[539.59478578 439.14587006],5
1141,251,[593.60820208 125.95289994],3
1142,251,[882.63908417 263.69982335],10
1143,252,[542.85735041 437.20724053],5
1144,252,[600.99717549 128.59681572],3
1145,252,[882.02957053 263.48877182],10
1146,252,[333.58611985 214.77677196],17
1147,253,[544.82941917 437.79676622],5
1148,253,[609.7289415  133.74100837],3
1149,253,[879.88423297 262.67163841],10
1150,253,[351.05721731 182.39719674],17
1151,254,[545.40956851 442.68626829],5
1152,254,[615.26788251 142.02033716],3
1153,254,[880.56077406 263.39968366],10
1154,254,[375.19265531 173.35448954],17
1155,255,[546.49413381 446.93070197],5
1156,255,[610.65350838 138.0520796 ],3
1157,255,[881.78317317 266.31420906],10
1158,255,[483.01610836 204.30381313],17
1159,256,[548.0753042  451.16147623],5
1160,256,[611.95517849 135.68335694],3
1161,256,[883.5192284  269.71455743],10
1162,256,[492.14058866 206.31205893],17
1163,256,[547.81371765 364.18865662],21
1164,257,[550.86572336 451.82842832],5
1165,257,[611.90482248 134.09277881],3
1166,257,[883.50538839 271.79950006],10
1167,257,[466.45108648 189.54195876],17
1168,257,[538.19452922 254.39976198],21
1169,257,[164.36766968  85.39445343],22
1170,258,[550.81018083 452.38727484],5
1171,258,[611.19586079 135.4339481 ],3
1172,258,[881.87513905 271.97778778],10
1173,258,[451.23046828 185.42992721],17
1174,258,[548.40422287 228.20552948],21
1175,259,[550.44561655 450.88339447],5
1176,259,[611.16736699 138.22986384],3
1177,259,[880.26786781 272.72358372],10
1178,259,[456.18582674 189.32024656],17
1179,259,[544.44500699 227.43228132],21
1180,259,[552.33502197 357.12573853],23
1181,260,[548.08473859 450.27634537],5
1182,260,[608.93761527 137.7791024 ],3
1183,260,[880.42386122 274.53575597],10
1184,260,[455.29122493 189.22495425],17
1185,260,[542.49100659 225.52790118],21
1186,260,[548.52115026 352.66937626],23
1187,261,[543.83893052 452.66026418],5
1188,261,[606.25534324 138.38495414],3
1189,261,[882.38070698 276.69649948],10
1190,261,[475.43155109 211.05864515],17
1191,261,[537.89214558 349.63671114],23
1192,262,[537.88292287 454.36884887],5
1193,262,[607.96592636 139.22573271],3
1194,262,[884.42103105 280.73409156],10
1195,262,[493.28955826 227.59781228],17
1196,262,[530.99328482 334.16026814],23
1197,263,[535.34790579 456.17247094],5
1198,263,[604.31439154 137.04518424],3
1199,263,[887.05561814 283.20838499],10
1200,263,[496.94124668 232.32517567],17
1201,263,[527.50187378 333.80854119],23
1202,264,[531.45239365 457.58983622],5
1203,264,[596.4903114  144.55420768],3
1204,264,[882.93348423 277.93516871],10
1205,264,[522.81885828 227.81738173],17
1206,264,[526.32070371 328.85726459],23
1207,265,[528.6157501 458.2831123],5
1208,265,[591.58231023 144.05085365],3
1209,265,[875.58363642 269.70942848],10
1210,265,[516.05408582 229.36841254],17
1211,265,[525.09266622 328.10126425],23
1212,266,[526.93884098 459.35468072],5
1213,266,[597.44279859 142.24565526],3
1214,266,[870.91465101 267.13781608],10
1215,266,[499.99176854 233.56516074],17
1216,266,[522.16835763 331.25146541],23
1217,267,[524.93951478 461.17477328],5
1218,267,[596.02696303 144.7439616 ],3
1219,267,[870.18653448 296.17600435],10
1220,267,[491.44212718 237.33146982],17
1221,267,[518.4486619 332.5519351],23
1222,268,[522.0023508  461.93459829],5
1223,268,[590.64266609 147.91817474],3
1224,268,[856.12220104 273.02611566],10
1225,268,[486.26162992 241.94458167],17
1226,268,[502.0203386  328.39365334],23
1227,269,[519.45125996 463.11424566],5
1228,269,[588.9574082  150.25541846],3
1229,269,[851.10633695 264.65897332],10
1230,269,[487.72553805 249.20835746],17
1231,270,[517.01533505 462.96974273],5
1232,270,[587.27281033 149.99685028],3
1233,270,[845.23502662 263.55710823],10
1234,270,[468.39102149 237.2226169 ],17
1235,271,[506.87060917 465.95421426],5
1236,271,[585.85714843 153.16941926],3
1237,271,[838.22903184 283.83992275],10
1238,271,[397.87319883 220.55703526],17
1239,272,[513.08747641 467.46420912],5
1240,272,[574.43187051 155.61438756],3
1241,272,[838.13773026 275.78224684],10
1242,272,[324.27833104 234.87673385],17
1243,273,[506.31809795 467.78636754],5
1244,273,[563.66354952 160.69621996],3
1245,273,[835.15592282 271.10062662],10
1246,273,[249.9314543  264.66458355],17
1247,273,[446.22749076 290.10129983],23
1248,274,[503.94572839 468.66675632],5
1249,274,[564.7050298  185.13509026],3
1250,274,[832.07478665 270.00491845],10
1251,274,[183.7292681  306.07245189],17
1252,274,[414.20379144 300.50499891],23
1253,275,[502.57807202 469.01041008],5
1254,275,[564.06676841 190.92158917],3
1255,275,[832.74599528 271.55538729],10
1256,275,[149.87485238 335.45249559],17
1257,275,[396.46921    310.00033092],23
1258,276,[502.33182377 469.73519185],5
1259,276,[564.35517177 191.48759906],3
1260,276,[832.79581617 273.69110387],10
1261,276,[126.20038524 356.19455273],17
1262,276,[388.89968941 313.12967316],23
1263,277,[500.26308129 470.56165325],5
1264,277,[558.65698119 181.74096912],3
1265,277,[833.17964702 275.38650023],10
1266,277,[113.14675926 372.90264153],17
1267,277,[384.62278831 315.18901745],23
1268,278,[499.43569042 470.90384132],5
1269,278,[559.26470992 188.04763506],3
1270,278,[834.07251904 275.99966719],10
1271,278,[110.3092657  385.35650246],17
1272,278,[385.59826909 313.13186994],23
1273,279,[500.30157476 471.12431695],5
1274,279,[556.66847061 183.59049315],3
1275,279,[834.86227514 276.73007518],10
1276,279,[109.65868645 390.70373796],17
1277,279,[390.06965575 309.08474575],23
1278,280,[511.98040589 471.47598207],5
1279,280,[555.93135243 184.30539608],3
1280,280,[835.57795343 277.70847932],10
1281,280,[112.14291758 395.62097995],17
1282,280,[395.06063729 306.89823033],23
1283,281,[517.46585836 471.57476525],5
1284,281,[562.18357069 194.18948579],3
1285,281,[835.1260298  276.78605634],10
1286,281,[113.08283729 396.20383686],17
1287,281,[397.09513313 304.80154994],23
1288,282,[519.985084   471.62058683],5
1289,282,[566.57400303 197.06211097],3
1290,282,[834.55980395 276.55637209],10
1291,282,[115.65998878 396.35240571],17
1292,282,[395.12627992 306.47536095],23
1293,283,[521.28773526 471.19278534],5
1294,283,[567.34948743 197.65252857],3
1295,283,[833.74688922 274.96874278],10
1296,283,[116.74495581 396.14507737],17
1297,283,[390.27496492 307.40161046],23
1298,284,[521.33547288 470.24200903],5
1299,284,[567.21546123 195.62232205],3
1300,284,[833.61242322 274.00981338],10
1301,284,[119.32915107 395.43786408],17
1302,284,[389.37980602 310.12568681],23
1303,285,[521.41617422 470.04110399],5
1304,285,[566.59273358 192.92155162],3
1305,285,[833.86493224 272.79635928],10
1306,285,[120.69568244 395.0168622 ],17
1307,285,[390.25598901 309.68916867],23
1308,286,[522.15482568 469.4806005 ],5
1309,286,[566.06929928 193.72352619],3
1310,286,[833.780267   272.53203435],10
1311,286,[121.04236631 393.85616859],17
1312,286,[397.08210957 300.00118995],23
1313,287,[523.25456418 469.17038877],5
1314,287,[564.55668286 193.47161066],3
1315,287,[832.13152837 270.53141842],10
1316,287,[121.82713633 393.80190134],17
1317,287,[402.16519194 295.89624353],23
1318,288,[523.24419194 468.63894542],5
1319,288,[563.36252793 192.95079971],3
1320,288,[828.59782678 269.47878411],10
1321,288,[123.28231926 393.29343779],17
1322,288,[405.32650582 293.17619822],23
1323,289,[523.0227063  468.22451385],5
1324,289,[563.0012652  192.13064262],3
1325,289,[827.04838687 268.04906212],10
1326,289,[124.72901362 392.61343917],17
1327,289,[406.82595646 293.77978859],23
1328,290,[523.82340411 467.86900005],5
1329,290,[562.50313787 191.08707817],3
1330,290,[826.13496316 265.54625758],10
1331,290,[125.71623491 392.04359436],17
1332,290,[406.60746628 295.7041932 ],23
1333,291,[524.41378113 467.56610583],5
1334,291,[562.12148228 189.89415935],3
1335,291,[825.90473703 263.03723571],10
1336,291,[127.04863009 391.00771941],17
1337,291,[405.09296982 300.31741728],23
1338,292,[524.10502635 467.55702408],5
1339,292,[561.9490437  189.66577455],3
1340,292,[826.53514275 261.10565903],10
1341,292,[128.23534888 390.20987091],17
1342,292,[404.44974667 300.70705594],23
1343,293,[524.78399117 467.08177562],5
1344,293,[563.35189738 190.1036959 ],3
1345,293,[826.84856309 259.3926923 ],10
1346,293,[129.25954312 389.53056196],17
1347,293,[405.32952585 301.16048642],23
1348,294,[524.93496041 467.05797627],5
1349,294,[563.97469399 191.1640561 ],3
1350,294,[827.55777846 258.97512832],10
1351,294,[130.74275185 388.90142447],17
1352,294,[406.75618573 300.14798461],23
1353,295,[525.8985998  467.17915682],5
1354,295,[564.26072943 191.18339853],3
1355,295,[828.87471839 257.36870911],10
1356,295,[131.41121706 388.6041518 ],17
1357,295,[406.08229882 300.01430756],23
1358,296,[525.63993002 466.64603032],5
1359,296,[564.37063879 190.30584001],3
1360,296,[835.33362507 247.97986725],10
1361,296,[131.76109321 388.200213  ],17
1362,296,[404.88606853 300.83440679],23
1363,297,[533.7723603 462.6882292],5
1364,297,[565.47247303 190.43985434],3
1365,297,[844.41669322 231.99368089],10
1366,297,[132.08104181 386.60347825],17
1367,297,[405.35894581 295.19122867],23
1368,298,[551.6632354  459.55093292],5
1369,298,[566.01650825 188.50876462],3
1370,298,[850.70138194 218.02569712],10
1371,298,[132.67150684 386.4616975 ],17
1372,298,[406.40483864 291.28196101],23
1373,299,[583.63030069 458.69131007],5
1374,299,[565.07993177 188.1942225 ],3
1375,299,[857.87453559 208.38357544],10
1376,299,[133.18625199 386.60748065],17
1377,299,[410.29068947 292.8041034 ],23
1378,300,[613.52169666 460.186017  ],5
1379,300,[562.97291285 185.05820579],3
1380,300,[872.08618703 205.98341294],10
1381,300,[132.49344834 387.06719954],17
1382,300,[408.36711919 292.76538472],23
1383,301,[642.40700677 463.60451548],5
1384,301,[565.14094749 183.85326993],3
1385,301,[879.05966045 210.69033118],10
1386,301,[132.63686045 386.99078257],17
1387,301,[403.38495343 294.98237368],23
1388,302,[650.18947387 465.35445148],5
1389,302,[567.05964185 180.10457423],3
1390,302,[886.04247141 216.88740115],10
1391,302,[132.53374786 385.87339373],17
1392,302,[397.1634327  297.33527441],23
1393,303,[652.16856307 464.57136105],5
1394,303,[566.73404687 179.06368818],3
1395,303,[886.43361614 221.08867315],10
1396,303,[130.69093558 385.09637906],17
1397,303,[398.06955755 297.70160643],23
1398,304,[654.02627757 464.52608286],5
1399,304,[567.46713596 183.21842696],3
1400,304,[885.12251351 225.22064807],10
1401,304,[129.13510487 384.21557733],17
1402,304,[397.72920803 299.63747969],23
1403,305,[654.1954122 464.2397144],5
1404,305,[568.11963423 187.05793924],3
1405,305,[885.9782494  229.92814655],10
1406,305,[128.90737047 383.45851711],17
1407,305,[401.35035743 298.34542451],23
1408,306,[656.81687142 462.99734624],5
1409,306,[567.61181186 187.22301221],3
1410,306,[886.03034588 233.88528371],10
1411,306,[128.62216037 384.46449002],17
1412,306,[405.84455716 296.56828254],23
1413,307,[656.65969362 462.70463051],5
1414,307,[565.88409385 186.99922004],3
1415,307,[885.94289089 236.42007384],10
1416,307,[127.91575917 384.04478231],17
1417,307,[409.74252282 295.04022754],23
1418,308,[663.41031872 460.16893035],5
1419,308,[566.18766799 187.87546223],3
1420,308,[885.63023086 236.9586611 ],10
1421,308,[128.04981837 384.18903735],17
1422,308,[408.2361321  297.66681658],23
1423,309,[667.17070059 459.3295975 ],5
1424,309,[567.21640908 187.60495544],3
1425,309,[885.02910076 235.89021063],10
1426,309,[128.09691039 383.93389738],17
1427,309,[408.57090064 294.94342131],23
1428,310,[668.543629   457.36652597],5
1429,310,[566.54022813 185.80520216],3
1430,310,[885.26754952 235.00699169],10
1431,310,[128.86444438 384.2613414 ],17
1432,310,[406.66861516 294.15830709],23
1433,311,[670.31879762 456.85228888],5
1434,311,[566.24618873 185.72699916],3
